Time[s],Voltage[V],Current[A],OverVoltage,OverPower
0,327.082260131836,0.0311126708984375,False,False
0.1,332.653671264648,0.0030517578125,False,False
0.2,349.716049194336,0.0089111328125,False,False
0.3,349.727355957031,-0.0001068115234375,False,False
0.4,349.728210449219,-0.02447509765625,False,False
0.5,349.722808837891,-0.002288818359375,False,False
0.6,349.722290039063,0.050323486328125,False,False
0.7,349.721008300781,-0.0117645263671875,False,False
0.8,349.721618652344,0.03369140625,False,False
0.9,349.72184753418,0.022613525390625,False,False
1,349.720657348633,0.003570556640625,False,False
1.1,349.725173950195,0.0046844482421875,False,False
1.2,349.725891113281,-0.0506134033203125,False,False
1.3,349.723419189453,0.045928955078125,False,False
1.4,349.728485107422,-0.0157012939453125,False,False
1.5,349.725952148438,0.0086212158203125,False,False
1.6,349.725677490234,-0.0302886962890625,False,False
1.7,349.724548339844,-0.019439697265625,False,False
1.8,349.726287841797,-0.0081329345703125,False,False
1.9,349.723251342773,0.0231475830078125,False,False
2,349.726974487305,0.012420654296875,False,False
2.1,349.725616455078,-0.022430419921875,False,False
2.2,349.727752685547,0.03948974609375,False,False
2.3,349.72151184082,0.0421142578125,False,False
2.4,349.72932434082,0.023956298828125,False,False
2.5,349.71728515625,0.0055694580078125,False,False
2.6,349.719253540039,-0.003509521484375,False,False
2.7,349.725677490234,-0.001983642578125,False,False
2.8,349.723419189453,-0.0323333740234375,False,False
2.9,349.722747802734,0.0209197998046875,False,False
3,349.71728515625,0.0622711181640625,False,False
3.1,349.727645874023,0.0557098388671875,False,False
3.2,349.729553222656,0.0192718505859375,False,False
3.3,349.726577758789,-0.034149169921875,False,False
3.4,349.721786499023,-0.003631591796875,False,False
3.5,349.720489501953,0.0406494140625,False,False
3.6,349.725051879883,0.016632080078125,False,False
3.7,349.725677490234,-0.002044677734375,False,False
3.8,349.718017578125,-0.0052642822265625,False,False
3.9,349.723922729492,-0.0381927490234375,False,False
4,349.726455688477,0.0019378662109375,False,False
4.1,349.721343994141,0.01312255859375,False,False
4.2,349.770919799805,0.153717041015625,False,False
4.3,349.744583129883,0.158859252929688,False,False
4.4,349.771987915039,0.05255126953125,False,False
4.5,349.737045288086,-0.057403564453125,False,False
4.6,349.732482910156,-0.0838775634765625,False,False
4.7,349.70068359375,0.201385498046875,False,False
4.8,349.708389282227,0.113006591796875,False,False
4.9,349.707046508789,0.19659423828125,False,False
5,349.717849731445,0.230682373046875,False,False
5.1,349.720718383789,0.0739898681640625,False,False
5.2,349.700057983398,0.12945556640625,False,False
5.3,349.694549560547,0.13958740234375,False,False
5.4,349.713516235352,0.08734130859375,False,False
5.5,349.6826171875,0.132980346679688,False,False
5.6,349.689422607422,0.165023803710938,False,False
5.7,349.705474853516,0.0963592529296875,False,False
5.8,349.701309204102,0.0274200439453125,False,False
5.9,349.699890136719,0.0527801513671875,False,False
5.99999999999999,349.706146240234,0.096832275390625,False,False
6.09999999999999,349.697082519531,0.264663696289063,False,False
6.19999999999999,349.693649291992,-0.111526489257813,False,False
6.29999999999999,349.693145751953,0.232147216796875,False,False
6.39999999999999,349.694442749023,0.1253662109375,False,False
6.49999999999999,349.692077636719,0.131927490234375,False,False
6.59999999999999,349.694091796875,0.13543701171875,False,False
6.69999999999999,349.696975708008,0.0244293212890625,False,False
6.79999999999999,349.691177368164,0.16156005859375,False,False
6.89999999999999,349.694549560547,0.183059692382813,False,False
6.99999999999999,349.69482421875,0.0571136474609375,False,False
7.09999999999999,349.695510864258,0.142166137695313,False,False
7.19999999999999,349.696517944336,0.1907958984375,False,False
7.29999999999999,349.698822021484,0.054779052734375,False,False
7.39999999999999,349.692016601563,0.120315551757813,False,False
7.49999999999999,349.697021484375,0.2589111328125,False,False
7.59999999999999,349.69792175293,0.0666046142578125,False,False
7.69999999999999,349.685592651367,0.075103759765625,False,False
7.79999999999999,349.691284179688,0.15576171875,False,False
7.89999999999999,349.698715209961,0.154769897460938,False,False
7.99999999999999,349.697021484375,0.015289306640625,False,False
8.09999999999999,349.701080322266,0.1221923828125,False,False
8.19999999999999,349.703491210938,0.191909790039063,False,False
8.29999999999999,349.693756103516,0.0259552001953125,False,False
